Target,Text,Label
"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?",Die Schweiz hat eine humanitäre Tradition zu wahren.,FAVOR
"Würden Sie es befürworten, wenn für Ausländer/innen, die seit mindestens zehn Jahren in der Schweiz leben, gesamtschweizerisch das Stimm- und Wahlrecht auf Gemeindeebene eingeführt würde?","Es soll aber geprüft werden, wie integriert sie in unserer Gesellschaft sind.",FAVOR
Befürworten Sie das bestehende Personenfreizügigkeitsabkommen mit der EU?,"Wer einen Beitrag zum Wohle und Gelingen unserer Gesellschaft einen Beitrag leisten will, ist willkommen.",FAVOR
"Sind Sie dafür, dass der Status von Sans-Papiers durch eine einmalige kollektive Erteilung von Aufenthaltsbewilligungen legalisiert wird?","Das würde die Probleme der Sans-Papier nicht lösen, sondern nur eine massive Zunahme dieser Personengruppe bewirken. Wenn eine Aufenthaltsbewilligung erteilt wird soll diese mit gewissen Auflagen verknüpft sein wie: Integrationsbemühungen, Lernwilligkeit die Schule zu besuchen oder einen Job zu erlernen, usw.",AGAINST
Soll sich der Staat finanziell stärker für die Integration von Ausländer/innen engagieren?,"Es liegt am Einwanderer, dass er sich in das Land integriert indem er Zuflucht gesucht hat, und das ihn unterstützt. Unsere Förderungsmassnahmen sind jetzt schon sehr weitreichend.",AGAINST
Eine Volksinitiative möchte die Zuwanderung regulieren und das migrationsbedingte Bevölkerungswachstum auf 0.2% pro Jahr beschränken. Unterstützen Sie diese Initiative?,"Es kann nicht sein, dass auf Kosten der einheimischen Bevölkerung die Migration noch weiter gefördert wird. Es gibt schon genug arbeitslose Schweizer.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Es gibt keinen trifftigen Grund, weshalb die CH in die EU soll, weder wirtschaftlich noch politisch. Die jetzige Situation ist eher förderlich für beide Seiten.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Die Entwicklung im Bereich Steuern und Finanzen bringt unser Land mehr und mehr in Bedrängnis. Auch die institutionellen Hürden bei den Vertragsverhandlungen werden immer höher und können die Dimension einer Existenzgefährdung annehmen.,FAVOR
Soll die Schweiz ein Agrarfreihandelsabkommen mit der EU abschliessen?,"Les moyennes et petites exploitations agricoles sont toujours davantage sous pression et contraintes, car les grands distributeurs privilégient les affaires avec les grandes exploitations, ou sont attirés par le commerce agricole libre. Je ne peux pas soutenir cette évolution. Je soutiens une agriculture écologique et durable dans ses objectifs: c'est l'agriculture qui au mieux sert le bien commun.",AGAINST
Befürworten Sie das bestehende Personenfreizügigkeitsabkommen mit der EU?,Dank der Personenfreizügigkeit macht die AHV heute keine Defizite. Unter dem Strich profitieren unsere Sozialversicherungen von der Einwanderung von Arbeitskräften.,FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Ich bin nicht der Meinung, dass die Schweiz sich heute weniger neutral verhält als noch vor einigen Jahren.",FAVOR
"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?","Politische Flüchlinge Ja, aber keine
Wirtschaftsflüchtlinge.",AGAINST
"Sind Sie dafür, dass der Status von Sans-Papiers durch eine einmalige kollektive Erteilung von Aufenthaltsbewilligungen legalisiert wird?","Wenn etwas sich als gut herausstellt, sollte man es nicht auf «einmalig» beschränken.",AGAINST
Soll der Zugang zur erleichterten Einbürgerung durch den Bund erschwert werden?,"Antwort könnte ebensogut «eher ja» lauten, da mir Entscheidungsgrundlagen fehlen: es ist nicht klar, ob erleichterte oder erschwerte Einbürgerung mehr kostet.",AGAINST
"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?",Die Schweiz tut im Vergleich zu andern Ländern (mit geringerer Bevölkerungsdichte) schon viel.,AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Frage könnte ebensogut mit «eher ja» beantwortet werden. Schwer zu sagen, ob mehr als vier Jahre nicht auch reichen.",AGAINST
"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?","Die Schweiz hat eine humanitäre Tradition und Aufgabe, das heisst nicht, dass diese Menschen ein längerfistiges Aufenthaltsrecht erteilt wird, sondern soll lediglich als Notaufnahme dienen.",FAVOR
Soll sich der Staat finanziell stärker für die Integration von Ausländer/innen engagieren?,Die Schweiz tut heute dafür zu wenig. Geld alleine löst die Probleme allerdings nicht.,FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Kein EU-Beitritt in den nächsten 4 Jahren, aber auch nicht in 100 Jahren!",AGAINST
Befürworten Sie das bestehende Personenfreizügigkeitsabkommen mit der EU?,"Die Personenfreizügigkeit mit der EU soll weiterhin bestehen, allerdings neue Regelungen erhalten:
- die Schweiz soll selber Zuwanderungslimiten festsetzen können  
- die Schweiz soll die Anforderungen an zukünftige EU-Arbeitnehmer selbst bestimmen können.",AGAINST
"Würden Sie es befürworten, wenn für Ausländer/innen, die seit mindestens zehn Jahren in der Schweiz leben, gesamtschweizerisch das Stimm- und Wahlrecht auf Gemeindeebene eingeführt würde?","Besser: erleichterte Einbürgerung. Wer stimmen und wählen will, soll Schweizer Bürgerin und Bürger werden können.",AGAINST
Soll die Schweiz ein Agrarfreihandelsabkommen mit der EU abschliessen?,Es soll aber Grenzen des völlig freien Handels definieren; ökologische und sozial gerechte Produktion muss relative Vorteile geniessen.,FAVOR
"Würden Sie es befürworten, wenn für Ausländer/innen, die seit mindestens zehn Jahren in der Schweiz leben, gesamtschweizerisch das Stimm- und Wahlrecht auf Gemeindeebene eingeführt würde?",Poltische interessierte Ausländer/innen haben die Möglichkeit der Einbürgerung.,AGAINST
Die Schweizer Armee kann heute zum Selbstschutz bewaffnet bei friedenserhaltenden Einsätzen unter UNO- oder OSZE-Mandat im Ausland eingesetzt werden. Befürworten Sie dies?,"Einsätze bei denen keine Bewaffnung nötig ist, sind vorzuziehen (z.B Trinkwasseraufbereitung ect.)",FAVOR
Eine Volksinitiative möchte die Zuwanderung regulieren und das migrationsbedingte Bevölkerungswachstum auf 0.2% pro Jahr beschränken. Unterstützen Sie diese Initiative?,Ein Bevölkerungswachstum in der Schweiz (und auch weltweit) ist absolut nicht mehr zu verantworten.,FAVOR
"Würden Sie es befürworten, wenn für Ausländer/innen, die seit mindestens zehn Jahren in der Schweiz leben, gesamtschweizerisch das Stimm- und Wahlrecht auf Gemeindeebene eingeführt würde?","Nicht die Aufenthaltsdauer, sondern die Integration ist entscheidend für Stimm- und Wahlrecht. Nach 15 Jahren kann ja die Staatsbürgerschaft beantragt werden!",AGAINST
Soll sich der Staat finanziell stärker für die Integration von Ausländer/innen engagieren?,"Integration ist primär die Aufgabe des Ausländers und sollte gerade bei Personen, die längere Zeit in der Schweiz wohnen und arbeiten gefordert und zugleich gefördert werden.",FAVOR
Soll der Zugang zur erleichterten Einbürgerung durch den Bund erschwert werden?,"Auch für die erleichterte Einbürgerung sind vertiefte Kenntnisse einer Landessprache und der hiesigen ""Sitten und Gebräuche"" resp. Rechte und Pflichten erforderlich.",FAVOR
"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?","Echte Flüchtlinge, die in ihrem Land bedroht, verfolgt oder gar gefoltert werden, haben wir die völkerrechtliche und menschliche Pflicht, bei uns aufzunehmen.",FAVOR
Eine Volksinitiative möchte die Zuwanderung regulieren und das migrationsbedingte Bevölkerungswachstum auf 0.2% pro Jahr beschränken. Unterstützen Sie diese Initiative?,"Die Welt verändert sich! Fixe 
Prozentzahlen fest in der Bundesverfassung zu verankern halte ich deshalb für nicht geeignet!",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Das wäre wohl ein Vorpreschen entgegen dem Willen der Bevölkerung. EU-Beitrittsverhandlungen müssen von der Mehrheit der Bevölkerung unterstützt werden.,AGAINST
Die Schweizer Armee kann heute zum Selbstschutz bewaffnet bei friedenserhaltenden Einsätzen unter UNO- oder OSZE-Mandat im Ausland eingesetzt werden. Befürworten Sie dies?,"In der Schweiz besteht wertvolles Knowhow von Friedensarbeit, Demokratie, politischen Zusammenleben mit Minderheiten. Auslandeinsätze können einen wertvollen Beitrag leisten.",FAVOR
Soll die Einhaltung der Menschenrechte bei wirtschaftlichen Abkommen mit anderen Ländern (z.B. Freihandelsabkommen) stärker berücksichtigt werden?,"Ich finde es peinlich, wenn Diktatoren (wie Mubarak, Ghaddafi oder einst Mobutu) von unseren Bundesräten aus wirtschaftlichen Gründen hofiert werden.",FAVOR
"Sind Sie dafür, dass der Status von Sans-Papiers durch eine einmalige kollektive Erteilung von Aufenthaltsbewilligungen legalisiert wird?","Das willkürliche Verteilen von Aufenthaltsbewilligungen würde echte Flüchtlinge stark benachteiligen, ausserdem ist es nicht legitim, jemanden, der einfachste Angaben zur Person verweigert, noch zu belohnen",AGAINST
Eine Volksinitiative möchte die Zuwanderung regulieren und das migrationsbedingte Bevölkerungswachstum auf 0.2% pro Jahr beschränken. Unterstützen Sie diese Initiative?,"Hilfe vor Ort ist angesagt. 
Einmal mehr ist dies Angstmacherei in Bezug auf die bilateralen Verträge mit der EU",FAVOR
"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?","An Leib und Leben bedrohte Flüchtlinge sind immer mit dem ""Nötigsten"" zu versorgen. Unsere Flüchtlinspolitik setzt jedoch falsche Zeichen!",AGAINST
Eine Volksinitiative möchte die Zuwanderung regulieren und das migrationsbedingte Bevölkerungswachstum auf 0.2% pro Jahr beschränken. Unterstützen Sie diese Initiative?,"Nur wenn es die Politik sonst nicht schafft, das Bevölkerungswachstum zu koordinieren.",FAVOR
"Sind Sie dafür, dass der Status von Sans-Papiers durch eine einmalige kollektive Erteilung von Aufenthaltsbewilligungen legalisiert wird?","Sans- Papiers sind illegale Einschleicher, die unsere Infrastruktur in unserem Lande überbeanspruchen. Da unser Land ohnehin schon übervölkert ist, sollte dafür gesorgt werden, dass möglichst Viele dieser Illegalen wieder ausgeschafft (repatriert) werden! Kommende Generationen werden uns dafür dankbar sein!
Eine Erteilung von Aufenthaltsbewilligungen würde ein sehr fatales Signal in diese Länder senden. Eine Sogwirkung von Illegalen wäre die Folge. Das müssen wir jedenfalls vermeiden!",AGAINST
"Würden Sie es befürworten, wenn für Ausländer/innen, die seit mindestens zehn Jahren in der Schweiz leben, gesamtschweizerisch das Stimm- und Wahlrecht auf Gemeindeebene eingeführt würde?","Da die anderen Länder dies auch nicht tun, sehe ich keine Notwendigkeit, in dieser Frage vor zu preschen! Ausserdem hätte dies in unserem übervölkerten Land mit viel zu hohem Ausländeranteil fatale Wirkungen auf unsere politische Zusammensetzung!
Fremde, nicht integrierbare Kulturen hätten plötzlich Stimmrecht und würden unserem Land ihre Rechtsvorstellungen (bsp. Scharia) aufoktrieren! Nein danke!
Ich will keine islamische Heilspartei in unseren Parlamenten!!",AGAINST
Soll sich der Staat finanziell stärker für die Integration von Ausländer/innen engagieren?,"Ich bin der Meinung, dass unser Land schon sehr viel macht für die Integration von Ausländern. Es gibt nämlich auch eine ""Bringschuld"". Wenn jemand beabsichtigt, in unser Land zu migrieren, sollte er/sie sich vorbereiten (Sprache, Kultur und Rechtsordnung kennenlernen) und nicht einfach so (unvorbereitet) in unser Land hineinplatzen! Selbst Australien, Neuseeland und Kanada (alles Länder, die noch mehr Platz haben als wir) haben strengere Kriterien für die Einwanderung!",AGAINST
Soll der Zugang zur erleichterten Einbürgerung durch den Bund erschwert werden?,"Unser Land braucht dringend eine Atempause, was Einbürgerungen anbelangt! Wir sollten unser Schweizerbürgerrecht nicht einfach so verschleudern.
Gute Sprachkenntnisse in Wort und Schrift, sowie Achtung und Respekt vor unserer Schweizer Kultur, als auch Loyalität gegenüber unserer Rechtsordnung sind Mindestvoraussetzungen, die VOR einer allfälligen Einbürgerung erfüllt werden müssten!",FAVOR
"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?","Unser Land kann die humanitäre Tradition auch anders weiterführen: Rotkreuz, Katastrophenhilfe, die guten Dienste und Hilfe VOR ORT!
Da wir bereits übervölkert sind, erträgt unser Land keine weiteren Leute mehr!!!
Auch dürfen wir keinesfalls mehr Flüchtlinge aus nicht integrierbaren Kulturkreisen (bsp. Islam) mehr aufnehmen. Wir schaden uns selber damit!! (Demographische Zeitbombe)!",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Nein, das wäre ja eine De Facto Abschaffung des Bankgeheimnisses. Eine Abgeltungssteuer mit ausländischen Steuerbehörden (wie das z.B. die Schweiz mit Deutschland machte) sollte völlig genügen. Den US Erpressungsversuchen muss stand gehalten werden. Im übrigen sollen diese betroffenen Banken selber mit den USA verhandeln. Es ist nicht Aufgabe des Schweizer Staates, sich hier für Spekulanten- Banker die Finger zu verbrennen!",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Ein antidemokratisches und einseitig wirtschaftshöriges Konstrukt, das zu Zentralismus und Machtkonzentration in wenigen Händen neigt, den Nationen ihre Souveränität rauben will und ohnehin dem Untergang geweiht ist (siehe Euro- Talfahrt), gehört abgeschafft!!!
So einem, zum Tode geweihten Konstrukt dürfen wir NIEMALS beitreten!
Lang lebe die Schweiz!",AGAINST
Soll die Schweiz ein Agrarfreihandelsabkommen mit der EU abschliessen?,"Die Schweizer Landwirtschaft sollte sich auf die qualitativ gute Versorgung der einheimischen Bevölkerung konzentrieren. Weniger Milchüberschüsse, dafür um so mehr Ackerbau, Obstbau und Gartenwirtschaft betreiben! Das Modell der lokalen und regionalen Vertragslandwirtschaft mit sicheren Abnehmern gilt es, zu fördern. Dies nützt auch vor allem den Bauern. Ein Freihandelsabkommen, welches nur unnötige Transporte bringen würde und somit die Nachhaltigkeit torpediert, ist daher strikt abzulehnen.",AGAINST
Befürworten Sie das bestehende Personenfreizügigkeitsabkommen mit der EU?,"Nein, ich war immer dagegen!
Personenfreizügigkeit gehört mit Kapitalfreizügigkeit und Warenfreizügigkeit zu den Grundpfeilern des Globalismus!
Dieser jedoch ist gescheitert, da nicht nachhaltig! 
Personenfreizügigkeit dient den Globalisten, um die Einheimische Bevölkerung und die Migranten zu entwurzeln und sie ihrer Geschichte zu berauben. Dieser Mischmasch, Multikulti genannt, dient dazu alle Völker zum Einheitsmenschen gleich zu schalten, aber auch gleichzeitig alle heimatlos zu machen!",AGAINST
Die Schweizer Armee kann heute zum Selbstschutz bewaffnet bei friedenserhaltenden Einsätzen unter UNO- oder OSZE-Mandat im Ausland eingesetzt werden. Befürworten Sie dies?,"Wir sollten uns nicht in fremde Händel mischen!-- Schon Nikolaus von der Flüh sagte dies. Er war einer der Fundamentgeber unserer heutigen Neutralität! Diese dürfen wir nicht aus profilierungssüchtigen Motiven heraus leichtsinnig preisgeben! Wir dürfen als Kleinstaat weder in Afghanistan, Irak noch in Somalia Grossmachtpolitik im Interesse der USA betreiben! Dazu sind wir als Binnenland einfach nicht geschaffen!

Schweizer Soldaten müssen auf Schweizer Boden bleiben!",AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Eben nicht! Siehe mein vorhergehender Kommentar!
Diese öffentlichere Aussenpolitik, von Frau Calmi getragen, ist kläglich gescheitert: Siehe Iran-Besuch mit Schleier, Versuch Schweizer Soldaten vor die Küste Somalias zu schicken, Lybienaffäre.",AGAINST
Soll die Einhaltung der Menschenrechte bei wirtschaftlichen Abkommen mit anderen Ländern (z.B. Freihandelsabkommen) stärker berücksichtigt werden?,"Selbstverständlich. Wir müssten dies dann allerdings im gleichen Masse auch bei den Ländern tun, mit denen wir schon Wirtschaftsabkommen haben, um somit unsere Neutralität zu bewahren. Allerdings bin ich kein grosser Befürworter von Feihandelsabkommen.",FAVOR
"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?","Die Schweiz hat als eines der reichsten Länder der Welt eine Verantwortung gegenüber schlechter gestellten Menschen. Schliesslich ist unser ""Reichtum"" auch zulasten der Ärmsten entstanden, die teilweise durch viel zu tiefe (Rohstoff-) Preise, Monokultur und andere Machenschaften der Industrieländer ausgebeutet wurden. Wir sind mitschuldig geworden an den bestehenden Ungerechtigkeiten und sollen nun auch die Konsequenzen daraus ziehen und unseren Teil zur Verbesserung der Situation beitragen.",FAVOR
"Sind Sie dafür, dass der Status von Sans-Papiers durch eine einmalige kollektive Erteilung von Aufenthaltsbewilligungen legalisiert wird?","Die Kantone haben heute schon die Möglichkeit, Härtefälle zu regeln. Es findet dabei eine Einzelfallprüfung statt. Meiner Ansicht nach ist dies ausreichend.",AGAINST
"Würden Sie es befürworten, wenn für Ausländer/innen, die seit mindestens zehn Jahren in der Schweiz leben, gesamtschweizerisch das Stimm- und Wahlrecht auf Gemeindeebene eingeführt würde?","Es soll den Gemeinden frei stehen, ob sie das Stimm- und Wahlrecht einführen wollen oder nicht. Wer stimmen und wählen will, kann sich einbürgern lassen.",AGAINST
Soll sich der Staat finanziell stärker für die Integration von Ausländer/innen engagieren?,"Es soll sich aber nicht nur der Staat, sondern auch der/die Ausländerin um Integration bemühen.",FAVOR
Befürworten Sie das bestehende Personenfreizügigkeitsabkommen mit der EU?,Die flankierenden Massnahmen sollen aber konsequent angewendet und Missbrauch bekämpft werden.,FAVOR
"Sind Sie dafür, dass der Status von Sans-Papiers durch eine einmalige kollektive Erteilung von Aufenthaltsbewilligungen legalisiert wird?",Sans-Papiers sind immer Einzelfälle und können nicht verallgemeinert werden.,AGAINST
"Würden Sie es befürworten, wenn für Ausländer/innen, die seit mindestens zehn Jahren in der Schweiz leben, gesamtschweizerisch das Stimm- und Wahlrecht auf Gemeindeebene eingeführt würde?","Diese Regelung würde Bürgerinnen und Bürger zweiter Klasse schaffen. Wenn jemand 10 Jahre in der Schweiz lebt und eine Landessprache beherrscht, soll er sich einbürgern lassen.",AGAINST
Soll sich der Staat finanziell stärker für die Integration von Ausländer/innen engagieren?,"Es müssen Anreize geschaffen werden, dass Ausländer sich selber integrieren.",FAVOR
Soll der Zugang zur erleichterten Einbürgerung durch den Bund erschwert werden?,"Solange die erleichterte Einbürgerung nicht ganz abgeschafft wird, sondern nur erschwert wird. Besonders die Integration muss vordergründig beurteilt werden.",FAVOR
"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?",Solidarität mit den Verfolgten der Welt muss jedoch gegeben sein.,AGAINST
Die Schweizer Armee kann heute zum Selbstschutz bewaffnet bei friedenserhaltenden Einsätzen unter UNO- oder OSZE-Mandat im Ausland eingesetzt werden. Befürworten Sie dies?,Soldaten neutraler Staaten haben im Ausland nichts zu suchen.,AGAINST
Soll die Einhaltung der Menschenrechte bei wirtschaftlichen Abkommen mit anderen Ländern (z.B. Freihandelsabkommen) stärker berücksichtigt werden?,Menschenrechte sind vordergründiger als Wirtschaftsanliegen.,FAVOR
Soll sich der Staat finanziell stärker für die Integration von Ausländer/innen engagieren?,Es gibt heute genügend Unterstützung; z.B auch durch die Hilfswerke.,AGAINST
Befürworten Sie das bestehende Personenfreizügigkeitsabkommen mit der EU?,Die Vorschriften müssen eingehalten und demnach auch kontrolliert werden.,FAVOR
"Würden Sie es befürworten, wenn für Ausländer/innen, die seit mindestens zehn Jahren in der Schweiz leben, gesamtschweizerisch das Stimm- und Wahlrecht auf Gemeindeebene eingeführt würde?","Nein, denn es braucht eine klare Regelung. Heute ist die Schweizer-Staatsbürgerschaft massgebend für ein Stimm- und Wahlrecht (Kanton Bern). Und dies soll so beibehalten werden. 

Es gibt Möglichkeiten den Schweizer Pass nach 10 Jahren zu beantragen. Wer dies nicht möchte, der soll kein aktives u. passives Wahlrecht erhalten. Denn wer wählen kann, der kann auch gewählt werden. Ein Stimmrecht wäre für mich aber ok.",AGAINST
Soll die Einhaltung der Menschenrechte bei wirtschaftlichen Abkommen mit anderen Ländern (z.B. Freihandelsabkommen) stärker berücksichtigt werden?,"Die Erfahrungen zeigen deutlich, dass Freihandel den Wohlstand der beteiligten Länder positiv beeinflusst. Dies trägt auch dazu bei, dass sich in den Partnerstaaten die Menschenrechte sowie Sozial- und Umweltstandards verbessern.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"...dies selbstverständlich flächendeckend, d.h. insbesondere auch mit Entwicklungsländern, die heute sehr direkt unter der Schweizer Steuer- und Wirtschaftspolitik leiden.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Die sehr besorgniserregende politische Entwicklung innerhalb der EU ändert nichts daran, dass die Schweiz zu Europa gehört – und ebenfalls nicht daran, dass die Entwicklung bei uns nicht minder unerfreulich war.",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Neutralität war immer schon Wunschdenken, und nicht Realität.",FAVOR
Befürworten Sie das bestehende Personenfreizügigkeitsabkommen mit der EU?,"Die Schweiz muss hingegen endlich rigoros die flankierenden Massnahmen anwenden: Arbeitsmarktkontrollen massiv ausweiten, Bussen für Verstösse massiv erhöhen, Mindestlöhne flächendeckend einführen!",FAVOR
"Sind Sie dafür, dass der Status von Sans-Papiers durch eine einmalige kollektive Erteilung von Aufenthaltsbewilligungen legalisiert wird?",Auf jeden Fall. Aber damit ist das Problem der Sans-Papiers nicht gelöst. Es muss eine umfangreichere Lösung geben.,FAVOR
Befürworten Sie das bestehende Personenfreizügigkeitsabkommen mit der EU?,"Die Kontrollen müssen aber verschärft werden, damit kein Lohndumping stattfinden kann.",FAVOR
Die Schweizer Armee kann heute zum Selbstschutz bewaffnet bei friedenserhaltenden Einsätzen unter UNO- oder OSZE-Mandat im Ausland eingesetzt werden. Befürworten Sie dies?,"Prinzipiell bin ich gegen bewaffnete, sei es auch friedenserhaltende Einsätze. Wenn die Schweiz sich beteiligen sollte, dann nicht bewaffnet, sondern mit humanitärer Hilfe.",AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Die Schweiz soll ihre Neutralität bewahren, was allerdings nicht heisst, dass sie sich vor jeglichen Diskussionen fernhaltet.",FAVOR
"Würden Sie es befürworten, wenn für Ausländer/innen, die seit mindestens zehn Jahren in der Schweiz leben, gesamtschweizerisch das Stimm- und Wahlrecht auf Gemeindeebene eingeführt würde?","Ich kann auch 20 Jahre in einem Land leben, ohne, dass ich die Sprache des Landes spreche. Den Ausländer steht es frei sich einbürgern zu lassen, wenn sie sich wirklich hier zu Hause fühlen. Diese Eigeninitative zeigt, dass sie wirklich an unserem Land interessiert sind.",AGAINST
Soll sich der Staat finanziell stärker für die Integration von Ausländer/innen engagieren?,Wer will hat heute bereits ein grosses Angebot an Integrationsmöglichkeiten und sei es nur der Sportklub in seiner Heimatgemeinde.,AGAINST
Soll der Zugang zur erleichterten Einbürgerung durch den Bund erschwert werden?,"Auch erleichterte Einbürgerungen können überprüft werden und bei Gericht von der Gemeinde angefochten werden. Ich bin überzeugt, dass bei gewichtigen Beweisen, das Bundesgericht die Einbürgerung abweisen würde. Aber bis data gibt es keinen Präzendenzfall meines Wissens.",AGAINST
"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?","Politische Flüchtlinge ja, aber keine Wirtschaftsflüchltinge",AGAINST
Soll die Einhaltung der Menschenrechte bei wirtschaftlichen Abkommen mit anderen Ländern (z.B. Freihandelsabkommen) stärker berücksichtigt werden?,Wirtschaftsabkommen und Menschenrechte können nicht einfach vermischt werden.,AGAINST
"Sind Sie dafür, dass der Status von Sans-Papiers durch eine einmalige kollektive Erteilung von Aufenthaltsbewilligungen legalisiert wird?","Das müsste mit einer repressiven Massnahme einhergehen: z.B. Wer seinen Status innert einer bestimmten Frist nicht legalisiert, verwirkt sein Recht und muss das Land zwingend verlassen.",FAVOR
Soll sich der Staat finanziell stärker für die Integration von Ausländer/innen engagieren?,Integration wird nicht durch staatliche Finanzierung verbessert. Der Wille zur Integration der betreffenden Personen ist entscheidend!,AGAINST
"Sind Sie dafür, dass der Status von Sans-Papiers durch eine einmalige kollektive Erteilung von Aufenthaltsbewilligungen legalisiert wird?","Die Regeln zum Zuzug sind klar und sollen nicht gebrochen oder gebogen werden. Andererseits sind jene zur Rechenschaft zu ziehen, die die Situation illegaler Immigranten ausnutzen.",AGAINST
Soll sich der Staat finanziell stärker für die Integration von Ausländer/innen engagieren?,Selbstverantwortung und aktive Integration darf (muss) auch von Immigranten gefordert werden. Lokale Sprache und Gepflogenheiten zu übernehmen ist nicht zu viel verlangt. Die Basis kann bereits durch Teilnahme am örtlichen Leben erreicht werden. Zudem gibt es Volksschulkurse und private Anbieter (Institutionen etc),AGAINST
"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?","Die Schweiz hat eine humanitäre Tradition, die weiterhin gepflegt werden soll. Die Gefahr, dass somit Terroristen und deren Helfer in die Schweiz kommen, erachte ich als gering.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Der bilaterale Weg hat sich bewährt, dieser ist weiter zu beschreiten. Der günstige Moment für einen EU-Beitritt wurde längst verpasst.",AGAINST
Soll der Zugang zur erleichterten Einbürgerung durch den Bund erschwert werden?,Erleichterte Einbürung sollte nur für die dritte Generation möglich sein.,FAVOR
"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?",Wirtschaftliche Flüchtlinge müssen sofort ausgeschafft werden; politische Flüchtlinge sollten auf bestimmte Krisenherde kontingentiert werden.,AGAINST
Eine Volksinitiative möchte die Zuwanderung regulieren und das migrationsbedingte Bevölkerungswachstum auf 0.2% pro Jahr beschränken. Unterstützen Sie diese Initiative?,sie ist kurzsichtig und populistisch. Darüber hinaus schadet sie dem Wirtschaftswachstum und dem Volkswohlstand.,AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Auf keinen Fall. Privatsphäre muss vor willkürlichen staatlichen Schnüffelaktivitäten geschützt werden.,AGAINST
