tweet,stance
"De momento sin ningún síntoma. Ni siquiera dolor en el punto de inyección, cosa q si me ocurrió con la de la gripe 💃💃💃. Iremos viendo.  https://t.co/OQbAgdFNLW",FAVOR
"Lean esta importamte declaración del Premio Nobel, Dr. Luc Montagnier, otro experto que nos advierte del inmenso peligro al que estamos expuestos si decidimos inocularnos estas vacunas hechas a último minuto. @DianeCohn68  https://t.co/tnpukkh9Nm",AGAINST
¿Me ayudáis a recopilar titulares de muertes y efectos secundarios de las vacunas del covid?Es para enseñárselos a alguien que se la quiere poner... Mil gracias 🙏🏻,AGAINST
"@bearicoactriz No lo digas muy alto, lo del preludio de un buen año..... que ya estoy viendo que este año suspenden la vacuna de la gripe...",NONE
Aumentan casos de varicela y todo por trasladar la vacuna del calendario de vacunaciones a los 12 años. Vergonzoso.,FAVOR
Hablamos de la #gripe y de la eficacia de la #vacuna  https://t.co/N81OVfigAr,NONE
La @AEMPSGOB y la farmacovigilancia de las #vacunas frente al #COVID19  @sanidadgobhttps://t.co/NvinellQ1S‑19/vacunas-contra-la-covid‑19/farmacovigilancia-de-vacunas/ https://t.co/oS7lzxy1rB,NONE
@isanseba @rnestopa igual que con la vacuna de la polio a principios de los 60.Tiempos de regresion...,NONE
"Buenos dias,hoy vacuna :O",FAVOR
La primera vacuna de la Covid ensayada en personas muestra eficacia https://t.co/6cjlHOKgto,NONE
No pueden hacer que la luz funcione bien y nos quieren meter una vacuna.Ni en pedo kakarulos.,AGAINST
Contágiate de amor.Contágiate de pasión.Pero no te contagies de enfermedades.Vacúnate. Cuídate.  #YoMeCuido #Vacunas #vacuna #enfermera  #enfermeriavisible #vaccine #influenza #gripe #gripa #salud #sanidad #sanitario #nurse #nursing #flu https://t.co/08EocT4VYb,FAVOR
"No hay una vacuna mejor q otra frente al #COVID19 Tienen una eficacia parecida y todas han pasado los rigurosos controles para ser aprobadas. Hay que vacunarse, las vacunas son seguras y solo así venceremos al virus que tantas muertes y sufrimiento está causando #preguntavacuna",FAVOR
Vacuna de la alergia un mes mas,FAVOR
La vacuna de Oxford contra el coronavirus: qué sabemos sobre su seguridad y eficacia https://t.co/8Vcm8JUrwK vía @abc_es,NONE
"El mundo avanza gracias a la ciencia, a la investigación y al conocimiento.A pesar de los recortes, del descrédito de muchos ignorantes y del ninguneo de los políticos la ciencia siempre ha salvado a la humanidad.Por eso  debería ser tendencia. https://t.co/VTsVKBB0yh",FAVOR
#OMS vacuna para marzo? Llevan muriendo en #Africa miles acaso valemos mas los demás? #HDP,NONE
"Pues ya solo queda 1 mes!Nuestra bebé va de camino a pesar de las dificultades q he desarrollado en el embarazo. Transaminasas, colesterol, ahora hipoazotemia.... No quiero educar a esta niña en un mundo de miedo, sin oxigeno y lleno de vacunas.... https://t.co/SSqEcII3xV",AGAINST
"De pena: ""Hospitales privados ya dan citas de dos meses para vacunar de varicela http://t.co/8oBo9UQZSM| """,NONE
Mañana me ponen la vacuna de la rubéola,FAVOR
@sextaNoticias Eficacia y seguridad.. bases incondicionales de la vacuna.. ! Sin ellas no debe haber vacuna..!!,AGAINST
La vacuna contra el virus del papiloma humano previene el cáncer de cuello de útero https://t.co/d0hBTP74Os #VPH #VacunaVPH,NONE
"🇪🇸 Victoria Abril, se suma a el ""movimiento"" por la verdad de actores famosos de España hablando claro:Es una vacuna que no se ha probado, somos cobayas.""Esto no es una pandemia, es una PLANDEMIA"" https://t.co/BOyreotf1p",AGAINST
@jicastillocano naa para ponerme la vacuna de la alwrgia,FAVOR
"🌍La comunidad científica ha centrado todo su empeño en buscar una solución a la COVID19. Es una situación sin precedentes𝗠𝗶𝗲𝗻𝘁𝗿𝗮𝘀 𝗻𝗼 𝗲𝘀𝘁𝗲𝗺𝗼𝘀 𝘁𝗼𝗱𝗼𝘀 𝗽𝗿𝗼𝘁𝗲𝗴𝗶𝗱𝗼𝘀, 𝗻𝗼 𝗹𝗼 𝗲𝘀𝘁𝗮𝗿𝗲𝗺𝗼𝘀 𝗻𝗶𝗻𝗴𝘂𝗻𝗼 https://t.co/LCa1DzheKC",FAVOR
"Interpretado de otra manera, q le han metido en el cuerpo a estas criaturas? #Nuremberg2 https://t.co/RASDM6Wfls",AGAINST
"#gripeyomevacuno Nuestro equipo sanitario de @CSPalmanova se vacuna de gripe. En la foto Ana, y Bárbara.  #AtencionPrimaria @ibsalut @apmallorca https://t.co/SgvGyYwfyh",FAVOR
Canadá ofrece 1.000 dosis de una vacuna experimental para el ébola http://t.co/g7AdJzCfDP vía @el_pais,NONE
"@ramonlopezpalop En efecto, no podemos dejar de vacunar para evitar enfermedades importantes que hasta ahora, en nuestro país, teníamos casi olvidadas gracias a las vacunas. ",FAVOR
@microBIOblog @javierfpanadero y hay vacuna pero no barata y con algunos riesgos,NONE
Urgencia de vacuna contra el ébola se agudiza tras contagios fuera de África.http://t.co/AwN3U9hfYI http://t.co/duAzJVPXb8,NONE
A las siete tengo la vacuna y mi m acordabaaaa:(,FAVOR
"¡Ya sé lo que está pasando!Nos han vacunado a la fuerza con las avionetas antilluvia y ahora tenemos cientos de metales en el cuerpo. Esos metales son nanocápsulas con la qe Bill Gates diseña nuestra personalidad, pensamiento y conducta. La vacuna covid5G los activará #Plandemia",FAVOR
"""El virus nació ahí hace 38 años... y gracias SOLO a que hace salió de África habrá pronto una vacuna http://t.co/VVrD0oB9Nb"" via @Kurioso",NONE
"Y yo e imagino que el resto también!!!  cuando toque, si es que nos toca!!! #PrevencionCovid_19 #bomberosmelilla https://t.co/7BN61w36ew",FAVOR
"La vacunación contra el coronavirus comenzará en España entre los días 27 y 29 de diciembre.Se distribuirá en 50 puntos del país y se priorizará su distribución en residencias, centros sociosanitarios o grandes dependientes.  https://t.co/vJN6mWMa0o",NONE
Me parto. Los vacunados asintomáticos contagiosos. No cabe un tonto más. https://t.co/iABarmZ2ya,AGAINST
"""#Vacunas"" Hoy estamos nostálgicos... Este es un hilo/momento sobre #vacunas de 2017-2018 💉 @CAV_AEP @AEV_Vacunas https://t.co/KxnhgwD9ks",NONE
Así cambian la historia las vacunas  https://t.co/HQfkbstJV4,FAVOR
Varios años y sigo sin entender el sentido de ponerme la vacuna de la gripe...cada año me pongo peor... #gripazo #malisima,FAVOR
"Por mi, por mi familia, por mis pacientes y por volver a la normalidad lo antes posible 🙌🏼💉  #JoEmVacuno #Avancem #COVID19 @vallhebron https://t.co/Dp2g1CKyaz",FAVOR
Un hospital móvil apoyará la vacunación en zonas rurales de Navarra: Comenzará a funcionar el próximo 19 de enero en Baztan.Fruto colaboración @gob_na @navarrabiomed en el marco de la red de cooperación EGALURG. https://t.co/wQ9QdHa6ls,FAVOR
"""Repunta un 16,5% la varicela tras el 'bloqueo' de la vacuna"" http://t.co/ECFYwOia47",NONE
"Por tí, por mí, por todos!!!  https://t.co/bp2RBtVLiQ",FAVOR
Porque no es posible probar la vacuna contra el Ébola en los países más pobres y con más contagios en África.....,NONE
@VOX_Congreso @MariscalZabala Y cuándo váis a decirle a los Españoles que vosotros también alimentáis está falsa #plandemia?Falsos tests.Mascarillas sólo sirven para uso sanitario.No existen los asintomáticos.La vacuna de gripe estacional no sirve menos aún una vacuna no probada.Estáis en la misma FARSA!,AGAINST
Jodidita con la vacuna..... :(,FAVOR
Gran noticia...Jóvenes con talento RT @Farodevigo: #Pontevedra Un proyecto de vacuna de premio http://t.co/1cBNV3UcFy http://t.co/2v0Rau5SII,NONE
"Aaaa, ahora... las prisas nunca son buenas...no confío en una vacuna precipitada, lo siento.  Dejo mi hueco libre para quien la necesite 🤷 https://t.co/uqaCxcJncu",AGAINST
Comienza el fin de esta pesadilla  https://t.co/hf8pimYwjj,FAVOR
¿Cómo funciona la inmunidad humana al coronavirus y qué nos dice sobre la vacuna? https://t.co/Y7ZMDGWcZJ vía @eldiarioes 👍,NONE
"@WilliamNorthman claro,es que una vacuna en África no es rentable.Que le contestarán a la gente que pregunte por qué no ha salido antes?",NONE
"Pos ya he echao el jornal, ahora a ponerme la vacuna con el jefe",FAVOR
¿Por qué han exigido inmunidad legal para vender y aplicar las vacunas si dicen que son tan buenas y eficientes ? https://t.co/fByZQc4aX1,AGAINST
"""FEFE alerta de un aumento de la varicela por falta de vacunación"" http://t.co/3A6bGRp5JH",NONE
"Toca revisión,vacuna y pedir cita para el traumatólogo 😭",FAVOR
"Este lunes, la farmacéutica estadounidense Moderna anunció que su vacuna experimental tenía una efectividad del 94,5%: Más de un 5% de fallos y en etapas iniciales es bastante pero que siga el CIRCOVID, en fin #Plandemia #Plandemichoax #NuevoOrdenMundial https://t.co/Obd1KzkRct",AGAINST
@1directmaria vacunarte? Es la del papiloma? Yo la tercera vacuna de esa note el liquido frio... jajaa,FAVOR
"Si con un 1 de sometimiento y miedo mediático solo han logrado que (de acuerdo a sus encuestas) un poco mas de la mitad de la población se quiera VACUNAR....es que son unos inútiles.Jugaron solos, con los medios, el poder político y el dinero....y ni así.Se les viene la noche. https://t.co/mx6C42nUon",AGAINST
Que ganas de que me toque ponerme la vacuna 😍 ,FAVOR
#MIRONEWS Están inoculando terapias génicas experimentales a miles de ancianos sin informarles de que participan en un experimento y lo indignante es un rapero y que dos infantas se inyecten en otro país. Un aullido,AGAINST
Casos y casos de muertes y de efectos secundarios graves tras la vacuna.No los verás en tv.https://t.co/rSQzbmTBRy https://t.co/dH14vKdIjj,AGAINST
Vamonos al hospital 💪💪💪💪 vacuna de la semana,FAVOR
Estoy deseando vacunarme para ver la cara de Gates &amp; Company al comprobar lo sucia que tengo la mente.,FAVOR
Mañana me ponen la últiima vacuna,FAVOR
Señoras que se pegan por una vacuna de la gripe 😩,NONE
Y después hay quiénes vociferan que nadie obligar a vacunar. #Covidiotas #Plandemia https://t.co/pYb6Jx0jJy,AGAINST
@pepitomedinaa ponte la vacuna y la mascarilla 💉😷,FAVOR
"@El_TioGilito_ @ngc1569 @adsuara @blanca_bgn @Espinete70s Yo tampoco creo que podamos disponer de una vacuna eficaz (otra cosa son parches que ayuden pero sin eficacia al 100%) antes de 2022 por lo menos, y eso con suerte. Con mucha suerte. Porque para demasiadas enfermedades no hay vacuna ni cura.",NONE
"M.gracias a los que difundís este twit ,con lo poco "" influenser"" que soy, por 2 motivos: quería RECONOCER el trabajo fundamental del personal no sanitario y al mismo tiempo que la población general vea que no sanitarios también se vacunan. Gracias.  https://t.co/lx90Mj3nOP",FAVOR
Saliendo de recibir la vacuna  https://t.co/L3X1wY2vtn,FAVOR
Mañana vacuna del papiloma,FAVOR
"@JorgeGM_92 aparte creo que lo de la vacuna te lo has inventado , si no. Recuerdo mal le inyectaron suero de monjas que superaron el virus",NONE
Despues de la vacuna al repaso de fyq :(,FAVOR
"Buenas noticias necesita el mundo, y en particular, yo #orgulloargentino :Vacuna argentina contra el cáncer de pulmón http://t.co/2KdHF8SGAj",FAVOR
Microsoft se une a Oracle y las empresas de salud Cigna Corp y Mayo Medical School de Minnesota para impulsar una cartilla digital para que los vacunados no se mezclen con los apestadoshttps://t.co/8nBtU9naqM,AGAINST
"El mejor regalo de estas navidades. El principio del fin ha comenzado con Araceli en #Guadalajara, mi tierra.  https://t.co/y4171KHRhq",FAVOR
"Bionaturis podría fabricar ""millones de dosis"" de vacuna contra el ébola. Y son de Jerez  http://t.co/fN5RDYFNGL""",NONE
"Por fin llega el principio del fin. Parece una tontería, pero esto me pone muy feliz.  https://t.co/rF3ocFb8gV",FAVOR
"Parecía que nunca llegaría...y aquí la tenemos. Puerta a la esperanza, luz al final del túnel. Y los residentes del @CpspmM dando ejemplo, como siempre.  https://t.co/wn1KaWL9pj",FAVOR
3️⃣ La #polio en el mundo: la vacunación contra la #poliomielitis en España vía @CAV_AEP @angel_h_merino   https://t.co/oilUpIzPtM https://t.co/OCrPeOZETm,NONE
@el_pais: Éxito de una vacuna experimental del ébola en la primera fase de pruebas en voluntarios: http://t.co/OR7YCxY0Cb,NONE
La Consejeria de Bienestar Social estudia incluir la vacuna del neumococo en el calendario de vacunas de #Melilla,NONE
@Juliaenlaonda  pero al principio no había vacuna luego hubo y ahora no.... Porque??,NONE
"""El ministerio justifica el bloqueo de la vacuna de la varicela en que sigue el modelo europeo"" http://t.co/hU4oyKY06m",NONE
#MIRONEWS No se deje presionar: LA INOCULACIÓN ES VOLUNTARIA. En el COLIN RIVAS SHOW. Un aullido. https://t.co/20e0DaOm34,AGAINST
@mblancode @Catweazl3 @eddyquemas @Toniet_V @2bacfb87ce7d4fd Creo que Rusia tiene una vacuna en experimentación. No sé si Alemania...,NONE
"@Pinleon @ProTraderBet @Vigezaro La eficacia de las vacunas, antibióticos, o cualesquiera fármacos no depende de la opinión de la población.Ejemplo: no existe vacuna efectiva contra el SIDA o la Malaria.",NONE
"@matosgustavo Ni caso, les gusta ladrar por todo. Si vinieran vacías harían lo mismo. Dirían que no tienen fiabilidad, que a saber que hay dentro y blah, blah, blah... 🙄🙄Una lástima que no haya vacuna para la estupidez 🤦🤦  #VacunaCOVID19",FAVOR
"@JoseF1Monserrat Se trata de un ensayo clínico ciego a investigadores y pacientes. Si se confirma que es un paciente del grupo placebo, el ensayo seguirá adelante, como debe ser. Hay que esperar a la finalización del EC para poder validar, o no, la eficacia y seguridad de la vacuna. Sin anticipar",NONE
Finalmente me han vacunado hoy. Uno más... Uno menos... Todos un poco más lejos.  #PorTiPorMi,FAVOR
Nuevos datos sobre la vacuna de Oxford arrojan dudas sobre su auténtica eficacia https://t.co/GwxqxjNbiw,NONE
"Pues para mí es una alegría enorme poder decir que ya me han puesto la primera dosis de la vacuna contra la COVID19. Chistecitos sobre efectos secundarios por DM, gracias. https://t.co/yhn2s1y2ii",FAVOR
Pues ahora a ponerme la vacuna :'(,FAVOR
El Ministro de Educación de Nueva Zelanda ha empezado a llamar pro-plagas a los #antivacunas y a mi no me puede parecer mejor definición.  https://t.co/MtSG2P7iDL,FAVOR
Por responsabilidad y solidaridad  ❤💉 #VdeVacuna  #VacunaCOVID19   @pontegastro https://t.co/HiIuScMZjb,FAVOR
"Buenas noches!! Mañana intentare poner algún twett antes de ir a la vacuna :) Pero, no os lo aseguro!!",FAVOR
Un gran ensayo clínico de la vacuna contra el ébola empieza el lunes en Ginebra http://t.co/rhmnOFPNOO,NONE
"3 docenas de casos de abortos espontáneos, mortinatos que ocurren después de la vacunación COVID-19/3 Dozen Cases of Spontaneous Miscarriages, Stillbirths Occurring After COVID-19 Vaccination https://t.co/0zaqFhXalX a través de @epochtimes",AGAINST
Encuesta: ¿cuanto crees que tardara una farmacéutica en sacar un medicamento/vacuna contra el ébola y forrarse a costa del miedo?,NONE
#HiloUn artículo de @nature muestra que una #mutación del #SARS_CoV_2 que se ha vuelto dominante durante el curso de la pandemia AUMENTA la replicación del virus.Los hallazgos muestran: 1️⃣La importancia de la mutación en la propagación viral2️⃣La eficacia de la vacuna y https://t.co/XEh1ehJ24R,NONE
"El rio Ebola, Congo, da su nombre. No hay vacuna ni tto específico sino sintomático. Transmite por secreciones no por aire. Incub 3 seman",NONE
"Pues imagínate a los que no creemos en la puta pandemia, la mentira eterna.Vendido! Perro del estado, te pagan para hablar bien de ellos y sus vacunas de mierda.Coño, que rabia ya con estos mamones. https://t.co/NbyYyBQBNp",AGAINST
"Cada vez que leo “Pues yo me voy a vacunar”, pienso, mira que bien, un sitio mas para aparcar.",AGAINST
La vacuna Posmoderna tendrá una eficacia del 99%,NONE
Lo estamos viendo ya?: Un estudio advirtió que las vacunas COVID-19 pueden desencadenar «una enfermedad más grave https://t.co/6SJOMReAf8,AGAINST
"""@ecorepublicano: Premian en #Cuba la novedosa vacuna contra el cáncer de pulmónhttp://t.co/3jxDlZWSdu http://t.co/gaWmV4m7Gt""@Patt4015",NONE
Y ahora a la vacuna #party,FAVOR
Lo normal cuando se ve oportuno retirar una vacuna @ideal_granada,NONE
"CONFIRMADO: El virus, las vacunas y los parásitos progre-globalistas llegaron para quedarse; yo en lo personal no pienso cederles mi espacio y mi vida para convivir con ellos, ¿y ustedes? https://t.co/QReTgr8sXI",AGAINST
"""@muyinteresante: ¿Sabías que existe una vacuna contra el tabaquismo? Desgraciadamente aún esta en fase de prueba: http://t.co/QyAk2eA2sj""",NONE
"Dra. Pam Popper, presidenta de Wellness Forum Health y autora del libro ""Operación COVID"".En este vídeo explica los 4 factores clave necesarios para llegar a una dictadura sanitaria. https://t.co/C9aUHPUV0X",AGAINST
"En puerperio, valorar vacunación de TV (rubeola, sarampión, parotiditis) y varicela antes del alta si no es inmune #matronasHQM",NONE
@Juliaenlaonda en Madrid también ha desaparecido la vacuna de la varicela,NONE
. @AEV_Vacunas y @UNIRuniversidad trabajan actualmente en la organización de un Máster Oficial en #Vacunas que se espera pueda ver la luz muy pronto y que estará coordinado por @mfprada  #MásAlláDelVial #AEVOviedo https://t.co/rz4CyJuIX0 https://t.co/XnjHqeXdko,NONE
Esto es que inoculan vaya a saber qué virus a los sanos !!! https://t.co/iI7upaB17l,AGAINST
Pues voy a ponerme la ultima vacuna #bye,FAVOR
Bloqueo a la vacuna d la Varicela. En ninguna farmacia d España se pued adquirir. @sanidadgob @desdelamoncloa. Esta es la politica @PPopular,NONE
"🇪🇸 | #España""La vacunación NO es la única forma de inmunización, la autoridad infringe la ley debido a una emergencia y crearán nuevas emergencias para justificar el saltarse la ley...""-Dr. Luis de Benito-#DictaduraSanitariaGlobal #Plandemia https://t.co/x8aq1pLEMX",AGAINST
#Ebola brote en Guinea Ecuatorial. 59 Enfermos detectados. No hay vacuna o medicamentos para la terrible enfermedad,NONE
A qué edad se debe vacubar frente al #HerpesZóster? ⬇️....#AEVOviedo #MásAlláDelVial  https://t.co/8YxA96OBZd,NONE
"Hoy me he puesto la vacuna de la gripe. Por mi, por todos. Una responsabilidad por ser personal sanitario ( y por tener antecedentes ). ",FAVOR
Mañana me ponen la vacuna😭,FAVOR
Estraperlo en la vacuna de la varicela http://t.co/tHwaDuN7j0,NONE
Y el ébola? Ya hay vacuna? Ya no hay enfermos?  ¿O es el espíritu navideño que todo lo cura?,NONE
No dejare que la putoncia esa de enfermera me vuelva a poner otra vacuna.Vaya un desastre la cabrona &gt;.&lt;,FAVOR
"Básicamente lo que dice a ajoes que esa fabrica de Vacunas en la #India, se quemo, es decir habrá más sobrevivientes al virus y menos víctimas vacunados. Por ahora https://t.co/tSsLmggZsM",AGAINST
"Todavía no terminó enero, así que no hablen al pedo.Seguramente mañana vacunan 4.935.000 y listo.Por mí que se metan la vacuna en el asterisco! https://t.co/Aveigg4IMK",AGAINST
"Ojala se os/nos escuchara!""@lamamapediatra: Diario d una mamá pediatra: Vacuna contra varicela:estado de la cuestión http://t.co/fwV9VOgxlE""",NONE
Tienen siglos envenenándonos 😑 https://t.co/05PggxvqQf,AGAINST
Pues ya tiene su segunda vacuna puesta mi nayla se a quedao to tranquilita jajajajajaja,FAVOR
"Quizás el mejor regalo de Reyes, siempre con esperanza. #Covid_19 https://t.co/b544BSUVly",FAVOR
"¿Esto os parece la actitud lógica del CEO de la empresa que parece que va a curar la supuesta mayor enfermedad de la historia humana? Se ve que no confía demasiado en la vacuna.Viendo esto ¿de verdad alguien se quiere vacunar, coronaborregos incluidos?https://t.co/r0HnHqogJz",AGAINST
BARBARIE es que lleven a sus padres y abuelos a inocularse un compuesto experimental. https://t.co/1O5hAsI9T8,AGAINST
NO a la VACUNA OBLIGATORIA ,AGAINST
"Merkel declaración reciente : ""Esta pandemia termina cuando todo el mundo esta vacunado "". Grandísima HDP. https://t.co/bzpo2sbJD5",AGAINST
Vacuna gratuita para los niños nacidos en el 2015 gracias a @ComunidadMadrid @igonzalezPP @ppmadrid http://t.co/uVc0ZWvNaR,NONE
"En el mundo se está dando muchos casos de muerte por la vacuna covid.""Nuevas cepas""➡️Excusa para matar con las vacunas. https://t.co/No9470U4YD",AGAINST
"Niños en México con bajo peso, sin vacunas contra el sarampión: CEPAL http://t.co/URcIxzgYH4",NONE
"Yo ni pienso viajar ni mucho menos ponerme ninguna puñetera vacuna, es más en la calle no uso bozal y cuando tengo que usarlo uso uno de motociclistas que compré hace casi 10 años, aunque no sé andar en moto jeje.",AGAINST
"@elenatablada La MMR, aquí en España también llamada Triple Virica. Contiene virus vivos atenuados o avirulentos estables de Sarampión (...)",NONE
El científico Patarroyo sugiere que las farmacéuticas boicotean su vacuna contra la malaria http://t.co/7kSo5eQKFr vía @publico_es,NONE
"Dan lástima los que dicen ""Con Las vacunas todo regresará a la normalidad"" https://t.co/jd98KZpcNU",AGAINST
"""El Hospital Mesa del Castillo es centro de vacunación y ofrece la vacuna de la varicela""  http://t.co/gqcEHu0Lia",NONE
@jramonfernandez Xk han kitan de las farmacias la vacuna de la varicela?,NONE
Rusia anuncia que su vacuna tiene una eficacia del 95 % y que costará menos de 20 dólares https://t.co/z1wfJSWvC8 vía @agencia_sinc,NONE
¡Buenos días! ☀ Comenzamos desde bien tempranito aprendiendo sobre #vacunas. Arracamos nuestro segundo día de las IV Jornadas de Actualización en Vacunas IHP. Recuerda seguirnos con el hashtag: #VacunasIHP. 👍#SevillaHoy  https://t.co/9XRNypUN7M,NONE
Seguimos vacunando a nuestros profesionales dentro de la campaña de la #gripe. En el Materno los de la UCI de Pediatría no se lo han pensado #yosimevacuno  https://t.co/hHP5yg6jxK,FAVOR
Hoy tengo que hacerme la vacuna kasco,FAVOR
"@NautEnfurecido yo he decidido no vacunar a mis hijos de varicela, es dudosa su eficacia y no contribuyo al enriquecimiento de laboratorios",AGAINST
@mananascuatro  que decia ara los EEUU distribuirá previo pago la vacuna o similar xra el ebola seguro no lo soltaron ellos???,NONE
"Estamos vacunadas!! Una vez más , sanitarixs haciendo historia 🤍  https://t.co/4LXaqPlYmy",FAVOR
Me ponen la vacuna en media hora y estoy de los nervios,FAVOR
Pues a ponerme la ultima vacuna del papiloma #esperemosquenoduelatanto,FAVOR
"Médicos y genetistas advierten que las vacunas modificarán el genoma humano, Pfizer ya lucra aún y cuando está en fase experimental https://t.co/1Oae52s22I",AGAINST
Sobre las vacunas y las posibles consecuencias 👇 https://t.co/GGhRRYcTgh,AGAINST
Esta noche he soñado que descubría a una persona que inventaba una vacuna para convertir a las personas en zombies. Quería zombiar el mundo.,NONE
"Eficacia no es lo mismo que efectividad. La próxima vacuna, a este paso será eficaz a un 170%, seguramente. A ver cuanto tarda el CEO en vender las acciones “sospechosamente”. https://t.co/rAnrc962kz",AGAINST
"Buenos dias,  hoy vacuna..",FAVOR
"Documental estrella en 🇬🇧, censurado en Youtube, y fundamental para entender el contexto de las Vacunas experimentales, la 4º Revolución Industrial y el Gran Reseteo económico que una élite trata de imponer al 99% de la población mundial.🎬 Documental: https://t.co/qvH4BeTMi3 https://t.co/cwk30SCIkw",AGAINST
En breves me ponen la vacuna que bien:DDDD.,FAVOR
Hay una verdadera GUERRA POR SU LIBERTAD CONTRA LAS VACUNAS  Y CONTRA EL ESTADO REPRESIVO COMUNISTA DE ESPAÑA Y LOS MEFIOS LO CAYAN,AGAINST
Proyección de la magnitud de un brote de #sarampión dependiendo de la cobertura vacunal: http://t.co/vRTiqpEg6I,NONE
Esperando a que me pongan la vacuna... Y hasta las 12 nada,FAVOR
¿Vacunas correctamente? 🤔@gomez_rial5 viene desde Santiago de Compostela para hablarnos sobre ello. ¡No te lo pierdas!#VacunasIHP #SevillaHoy  https://t.co/KeKHEQxPK6,NONE
"Sin transparencia es muy difícil saber la eficacia, seguridad y precio justo de unaVacuna. https://t.co/SW57tuDEAO",NONE
Mañana vacuna ... ):,FAVOR
COMO COÑO SACO YO LA FUNCION DE LAS PUTA VACUNA DE LA MALARIA SINO LA SACO NI EINSTEIN .....vaya tela,NONE
"Hoy es un día para celebrar, es el principio del fin de esta pesadilla.La #VacunaCOVID19 se aplica a la población bajo criterios clínicos de riesgo, desde el #biencomún Más motivo de #orgulloMientras sigamos cuidándonos 😷↔️🕛#GraciasCiencia🔬 💉#SanidadPública https://t.co/Jc5fgZHwB8",FAVOR
"La vacuna de la gripe por la que tanto os pegáis en este momento, hasta el punto de prácticamente agotarla, tiene un 70% de eficacia.",AGAINST
Desbloqueen la venta de la vacuna de la Varicela en las farmacias españolas http://t.co/aQKTEz3279 vía @change_es,FAVOR
@JuanManzurOK @FrenteDeTodos En #Tucumán ya detectaron los mismos sistemas del Gobierno de Científicos que la vacuna perdió la cadena de Frío el 26/12. Son Patéticos.  https://t.co/ycdw9lNyqk,AGAINST
El día que más calor hace y me pongo la vacuna. Ole yo 😂👏,FAVOR
Cada día mejores noticias!!💪💪👏👏👏👏👏👏👏👏Moderna anuncia que su vacuna tiene una eficacia del 95 % https://t.co/iSn9FPRPEq,FAVOR
Nuevo calendario vacunas infantil C. V. diferencias respecto al anterior: 3) vacuna Varicela 2 dosis a los 12 años (antes 1 dosis a 11años),NONE
Desabastecimiento de las vacunas de la varicela en las oficinas de farmacia españolas http://t.co/FUy4wNYzuY @IGuttmann,NONE
"@jerez_pedrito @pmarsupia Vale, ¿pero entonces como se calcula el porcentaje de efectividad de la vacuna? Pues de esos 14.000 puede ocurrir que muchos no hayan estado en contacto con el virus y por tanto no hayan testado la eficacia de la vacuna.",NONE
En @HospitalSantPau nos vacunan aunque sea 👑.. por supuesto  https://t.co/nOD2QcfDVE,FAVOR
"@FrancescCR quizás sea otra cosa, pero desde un principio fue un error traerse al cura con una enfermedad para la cual no  hay vacuna",NONE
SI ALGUN CONOCIDO O FAMILIAR SE VA A VACUNAR PORQUE CREE A LOS MEDIOS ESTA ES LA RECOMENDACION DE UN VIROLOGO AMIGO MIO. https://t.co/D98ePYEgdl,AGAINST
@mercesori @Jose_Maor @hilda647 @milagrosllacer @milalopezllacer @Veteralia hola guapa ayer la vacuna muy bien ha engordado 300grs :(,FAVOR
"Ahora otra vacuna, de festa ✌.",FAVOR
vamos  a ponernos la vacuna #Vayaascazo!,FAVOR
@Chenoa Buenas tardes preciosa. Tú siempre tan bonita como siempre. Claro que sí. Te envío un camión lleno de positivismo y mucha energía. 💋Ya mismo te veo de nuevo en los escenarios. Ya tenemos vacuna con el 90% de eficacia 👍,FAVOR
"El 9 de octubre me pondrán la última vacuna del papiloma humano.Ya podré foiar🌚🌚🌚🌚Nah, es coña. JAJAJAJAJA",FAVOR
"@pacientesPOP @Hospital_FJD @AEAL_ @GEPAC_ 🔵 ¡Súmate a la campaña ! 🔵👉 Hazte una foto 📸 con el brazo cruzado en el pecho tocándote el brazo contrario, como en la imagen.👉 Súbela 📲 a tus redes sociales.👉 Utiliza el hashtag  y menciónanos @pacientesPOP.Por mí. Por ti. Por todos. https://t.co/hKLIPYmm1R",FAVOR
Hungría permite quitar la custodia a los padres que no vacunen a sus hijos https://t.co/GFCIgIXKip| 😱😱😱😱 ,NONE
"Lavabos para no-vacunados. ""Isra-hell "". https://t.co/kSRiAO0kjl",AGAINST
Un tribunal médico de Francia reconoce los daños por la vacuna del papiloma http://t.co/ksRW9M1qpF @dolaya123,AGAINST
Vacuna contra la gripe. Del 20 de octubre al 3 de diciembre de 2014. Centro de Salud http://t.co/XdPo41QzIH,NONE
Vacuna puesta ^^,FAVOR
#bigpharma el #Ebola rebrota y de repente dicen que ya trabajan en una #vacuna.,NONE
Hoy nos ponen la vacuna,FAVOR
¿DÓNDE PONER LA VACUNA DE LA VARICELA EN VALENCIA?http://t.co/NJk0jraxJO @bebesymas #bebes,NONE
"¿Alguien me puede explicar qué significa que la vacuna de Pfizer tiene un 90% de eficacia? Hay algún resultado sobre incidencia de COVID grave o mortalidad? Porque mientras esto no se diga igual estamos creando una burbuja.No se, digo yo.......",AGAINST
@Sonicando ¿Qué pinta el H1N1 en una vacuna de la gripe? ¿Tecnología del virosoma?,NONE
Jueves de academia y de vacuna #vivanlasvacaciones,FAVOR
Y ahora me ponen la vacuna:(,FAVOR
